index,answer,rand,rand_s,ent,ent_s,pos,pos_s
7767,gemmy,5,1,4,1,7,0
7768,choil,3,1,3,1,3,1
7769,rifer,5,1,6,1,6,1
7770,aitch,4,1,4,1,4,1
7771,foehn,3,1,3,1,3,1
7772,dorey,6,1,4,1,4,1
7773,phone,7,0,5,1,6,1
7774,lulav,6,1,4,1,4,1
7775,corin,3,1,3,1,3,1
7776,shewn,3,1,3,1,3,1
7777,taxes,6,1,3,1,3,1
7778,furry,4,1,6,1,6,1
7779,ervil,4,1,4,1,4,1
7780,sampi,4,1,5,1,5,1
7781,curls,3,1,3,1,3,1
7782,purge,5,1,4,1,4,1
7783,snick,3,1,3,1,3,1
7784,pions,4,1,4,1,4,1
7785,scuse,3,1,4,1,4,1
7786,fango,4,1,5,1,5,1
7787,breck,4,1,4,1,7,0
7788,upway,5,1,4,1,4,1
7789,bushy,6,1,6,1,6,1
7790,rehid,5,1,4,1,4,1
7791,blues,6,1,6,1,6,1
7792,benne,6,1,5,1,5,1
7793,maybe,5,1,4,1,4,1
7794,kaiwi,6,1,4,1,4,1
7795,gymel,5,1,5,1,5,1
7796,dawen,6,1,4,1,4,1
7797,esere,5,1,4,1,4,1
7798,agony,3,1,4,1,5,1
7799,akron,4,1,4,1,4,1
7800,jubbe,5,1,4,1,4,1
7801,kooka,4,1,5,1,5,1
7802,putid,4,1,4,1,4,1
7803,circs,3,1,3,1,3,1
7804,duomi,3,1,3,1,4,1
7805,ganta,6,1,5,1,5,1
7806,afear,5,1,5,1,4,1
7807,noily,3,1,3,1,3,1
7808,while,5,1,4,1,4,1
7809,banco,3,1,4,1,4,1
7810,chude,5,1,5,1,5,1
7811,alpha,5,1,4,1,5,1
7812,woods,7,0,5,1,5,1
7813,larin,3,1,3,1,3,1
7814,quick,5,1,4,1,4,1
7815,vicki,4,1,4,1,4,1
7816,picus,5,1,3,1,3,1
7817,sized,4,1,4,1,4,1
7818,ungka,4,1,4,1,4,1
7819,floyt,4,1,4,1,4,1
7820,middy,10,0,6,1,5,1
7821,dicty,4,1,4,1,4,1
7822,duant,3,1,5,1,5,1
7823,campy,4,1,4,1,4,1
7824,hanky,5,1,5,1,5,1
7825,molly,4,1,7,0,7,0
7826,jalee,3,1,6,1,6,1
7827,hasnt,4,1,4,1,4,1
7828,apsis,5,1,4,1,4,1
7829,place,5,1,3,1,4,1
7830,limba,4,1,5,1,5,1
7831,tulsa,3,1,3,1,3,1
7832,redan,4,1,3,1,3,1
7833,about,6,1,4,1,4,1
7834,penni,6,1,5,1,5,1
7835,palmo,4,1,4,1,4,1
7836,haiks,4,1,5,1,5,1
7837,supra,4,1,4,1,4,1
7838,trunk,3,1,3,1,3,1
7839,human,5,1,6,1,6,1
7840,adapt,5,1,5,1,6,1
7841,cilia,3,1,3,1,3,1
7842,veils,4,1,3,1,3,1
7843,genin,6,1,3,1,3,1
7844,sorty,3,1,4,1,4,1
7845,sanes,12,0,5,1,5,1
7846,keros,3,1,5,1,5,1
7847,stood,8,0,7,0,7,0
7848,yeply,4,1,4,1,4,1
7849,malms,8,0,4,1,4,1
7850,matax,5,1,4,1,4,1
7851,ultra,4,1,4,1,4,1
7852,hints,4,1,5,1,5,1
7853,dwang,4,1,4,1,5,1
7854,levis,4,1,3,1,3,1
7855,sords,5,1,5,1,5,1
7856,spine,4,1,5,1,6,1
7857,pilch,4,1,4,1,4,1
7858,senvy,5,1,4,1,4,1
7859,lucky,3,1,4,1,4,1
7860,amour,4,1,5,1,5,1
7861,drung,3,1,5,1,5,1
7862,yogic,4,1,4,1,4,1
7863,sarin,3,1,3,1,3,1
7864,sotol,3,1,3,1,3,1
7865,aspic,5,1,3,1,3,1
7866,hemps,4,1,5,1,5,1
7867,chain,3,1,3,1,3,1
7868,cubed,3,1,3,1,3,1
7869,platt,4,1,4,1,4,1
7870,flees,5,1,4,1,4,1
7871,rager,8,0,4,1,4,1
7872,domus,5,1,6,1,6,1
7873,guars,5,1,4,1,4,1
7874,hefts,4,1,4,1,5,1
7875,irene,4,1,4,1,3,1
7876,besot,4,1,4,1,4,1
7877,ruble,4,1,4,1,4,1
7878,depit,6,1,4,1,5,1
7879,sends,6,1,6,1,6,1
7880,stree,6,1,6,1,6,1
7881,jinny,9,0,8,0,8,0
7882,irade,4,1,4,1,4,1
7883,peuhl,5,1,4,1,4,1
7884,bodle,4,1,6,1,6,1
7885,khans,3,1,5,1,5,1
7886,fives,8,0,8,0,8,0
7887,waise,4,1,3,1,3,1
7888,murly,3,1,4,1,4,1
7889,blaff,5,1,5,1,5,1
7890,lanai,5,1,4,1,4,1
7891,uprun,4,1,3,1,3,1
7892,vicar,4,1,4,1,4,1
7893,hubby,8,0,4,1,4,1
7894,kadis,6,1,6,1,6,1
7895,abush,4,1,5,1,5,1
7896,rotse,3,1,3,1,3,1
7897,caleb,3,1,4,1,4,1
7898,epiky,6,1,5,1,4,1
7899,keyed,5,1,4,1,4,1
7900,usher,5,1,5,1,5,1
7901,spool,4,1,3,1,3,1
7902,lepal,4,1,5,1,5,1
7903,jisms,5,1,4,1,4,1
7904,cobia,4,1,4,1,4,1
7905,fumes,8,0,6,1,6,1
7906,quoit,4,1,4,1,4,1
7907,xylyl,4,1,4,1,4,1
7908,calms,7,0,3,1,3,1
7909,hedge,4,1,6,1,6,1
7910,lewie,4,1,4,1,4,1
7911,sudor,4,1,4,1,4,1
7912,tapoa,5,1,6,1,6,1
7913,tzars,4,1,4,1,4,1
7914,camis,4,1,3,1,3,1
7915,gnawn,5,1,4,1,4,1
7916,pasul,4,1,4,1,4,1
7917,satem,3,1,3,1,3,1
7918,leora,3,1,4,1,4,1
7919,segue,4,1,4,1,5,1
7920,latch,3,1,3,1,3,1
7921,yawed,4,1,5,1,5,1
7922,sabzi,5,1,6,1,6,1
7923,stoun,4,1,3,1,4,1
7924,ketol,5,1,4,1,4,1
7925,hubba,4,1,6,1,7,0
7926,shock,4,1,5,1,5,1
7927,suing,5,1,5,1,6,1
7928,clasp,4,1,3,1,3,1
7929,bases,7,0,7,0,7,0
7930,shoes,4,1,3,1,4,1
7931,dimly,4,1,5,1,5,1
7932,drias,4,1,3,1,4,1
7933,suevi,5,1,4,1,4,1
7934,exine,5,1,5,1,4,1
7935,moory,4,1,4,1,4,1
7936,haems,3,1,3,1,3,1
7937,dadas,6,1,7,0,7,0
7938,ketch,5,1,5,1,5,1
7939,ixias,5,1,4,1,4,1
7940,joeys,4,1,4,1,4,1
7941,xerox,5,1,4,1,4,1
7942,coats,3,1,3,1,3,1
7943,unmix,6,1,4,1,4,1
7944,amaas,5,1,5,1,4,1
7945,hauls,5,1,6,1,6,1
7946,oomph,5,1,4,1,4,1
7947,pique,5,1,4,1,4,1
7948,ichth,3,1,4,1,4,1
7949,kakas,5,1,5,1,5,1
7950,sudds,5,1,5,1,5,1
7951,items,4,1,3,1,3,1
7952,avars,5,1,4,1,4,1
7953,sievy,4,1,5,1,5,1
7954,runes,3,1,3,1,3,1
7955,lulab,5,1,3,1,3,1
7956,cymes,5,1,5,1,5,1
7957,veeps,6,1,6,1,6,1
7958,ponga,5,1,5,1,5,1
7959,snurp,3,1,3,1,3,1
7960,erron,4,1,3,1,3,1
7961,mumps,7,0,4,1,4,1
7962,ryked,4,1,5,1,5,1
7963,mondo,4,1,3,1,5,1
7964,eimak,4,1,4,1,4,1
7965,eblis,4,1,4,1,4,1
7966,podex,3,1,4,1,4,1
7967,tarri,3,1,3,1,3,1
7968,teens,4,1,4,1,4,1
7969,kakke,4,1,6,1,6,1
7970,exhbn,4,1,4,1,4,1
7971,faden,4,1,4,1,4,1
7972,synop,4,1,3,1,4,1
7973,kniaz,5,1,5,1,5,1
7974,knurl,3,1,3,1,3,1
7975,mulla,7,0,4,1,4,1
7976,kapur,4,1,4,1,4,1
7977,lunks,3,1,3,1,3,1
7978,vowel,4,1,4,1,4,1
7979,endew,4,1,4,1,4,1
7980,rivel,4,1,4,1,4,1
7981,tabel,4,1,4,1,4,1
7982,steno,4,1,4,1,4,1
7983,lager,4,1,8,0,8,0
7984,kokum,5,1,5,1,5,1
7985,sixmo,4,1,4,1,4,1
7986,sofar,4,1,4,1,4,1
7987,huaco,4,1,4,1,4,1
7988,lulus,4,1,4,1,4,1
7989,welch,6,1,3,1,3,1
7990,killy,10,0,6,1,6,1
7991,bleck,5,1,5,1,6,1
7992,twere,3,1,3,1,3,1
7993,trams,3,1,6,1,6,1
7994,lolly,14,0,8,0,8,0
7995,maris,3,1,5,1,5,1
7996,gesso,4,1,5,1,5,1
7997,goave,4,1,4,1,4,1
7998,dries,7,0,6,1,6,1
7999,autre,4,1,5,1,5,1
8000,gleit,4,1,4,1,4,1
8001,wheam,5,1,4,1,4,1
8002,amuse,4,1,4,1,4,1
8003,septi,5,1,4,1,4,1
8004,whick,5,1,4,1,5,1
8005,bohea,3,1,4,1,4,1
8006,azide,6,1,4,1,4,1
8007,brand,5,1,5,1,5,1
8008,cully,4,1,4,1,4,1
8009,diked,7,0,8,0,8,0
8010,mynah,4,1,4,1,4,1
8011,farcy,5,1,4,1,4,1
8012,shows,6,1,5,1,5,1
8013,pipit,4,1,5,1,5,1
8014,pirny,5,1,3,1,3,1
8015,woofs,6,1,6,1,6,1
8016,escot,4,1,4,1,4,1
8017,shack,5,1,6,1,6,1
8018,puton,4,1,3,1,4,1
8019,rusin,3,1,3,1,3,1
8020,paseo,3,1,3,1,3,1
8021,gleba,5,1,5,1,4,1
8022,cakra,3,1,4,1,4,1
8023,urled,4,1,4,1,4,1
8024,belli,4,1,4,1,4,1
8025,bombo,4,1,4,1,4,1
8026,douse,4,1,7,0,7,0
8027,bafta,6,1,5,1,5,1
8028,yocco,4,1,5,1,5,1
8029,modge,5,1,6,1,6,1
8030,krems,6,1,6,1,6,1
8031,russe,5,1,4,1,4,1
8032,judas,5,1,5,1,6,1
8033,humps,5,1,8,0,8,0
8034,lanao,4,1,4,1,4,1
8035,cable,3,1,3,1,3,1
8036,auris,4,1,3,1,3,1
8037,plane,4,1,3,1,3,1
8038,braky,6,1,6,1,5,1
8039,whity,4,1,4,1,4,1
8040,piotr,3,1,4,1,4,1
8041,ormer,4,1,4,1,4,1
8042,golds,7,0,7,0,7,0
8043,poets,3,1,3,1,3,1
8044,unadd,4,1,4,1,5,1
8045,cuppy,3,1,4,1,4,1
8046,cubby,5,1,4,1,4,1
8047,jimmy,5,1,5,1,5,1
8048,farsi,3,1,6,1,6,1
8049,bedad,5,1,5,1,5,1
8050,lieue,6,1,5,1,5,1
8051,gaffe,4,1,4,1,4,1
8052,idism,4,1,5,1,5,1
8053,miqra,4,1,4,1,4,1
8054,jefes,4,1,6,1,6,1
8055,ghazi,5,1,5,1,5,1
8056,where,4,1,6,1,5,1
8057,sprad,6,1,6,1,6,1
8058,letup,4,1,4,1,4,1
8059,craft,3,1,3,1,3,1
8060,trode,6,1,7,0,7,0
8061,axman,5,1,4,1,4,1
8062,aigre,3,1,4,1,4,1
8063,siris,6,1,3,1,3,1
8064,noxal,5,1,4,1,4,1
8065,gurdy,4,1,5,1,5,1
8066,odder,4,1,4,1,4,1
8067,slues,5,1,4,1,4,1
8068,delay,3,1,4,1,4,1
8069,fluid,3,1,4,1,4,1
8070,irfan,4,1,4,1,4,1
8071,boise,4,1,6,1,6,1
8072,acoma,4,1,4,1,4,1
8073,oelet,4,1,5,1,5,1
8074,cloky,5,1,4,1,4,1
8075,undog,6,1,3,1,3,1
8076,disty,7,0,5,1,5,1
8077,tilth,4,1,4,1,4,1
8078,ayllu,4,1,4,1,4,1
8079,thoft,4,1,4,1,4,1
8080,toner,3,1,3,1,3,1
8081,spark,5,1,5,1,5,1
8082,fodge,8,0,8,0,8,0
8083,ectad,4,1,4,1,4,1
8084,bulla,4,1,4,1,4,1
8085,sixes,5,1,5,1,5,1
8086,allez,4,1,4,1,4,1
8087,slang,3,1,4,1,4,1
8088,doers,5,1,5,1,5,1
8089,tided,4,1,5,1,5,1
8090,chirk,7,0,6,1,6,1
8091,charr,5,1,4,1,4,1
8092,shoot,8,0,6,1,7,0
8093,ornis,3,1,3,1,3,1
8094,toona,4,1,3,1,4,1
8095,aquae,4,1,5,1,4,1
8096,labia,6,1,6,1,6,1
8097,mopes,8,0,4,1,4,1
8098,cepes,5,1,4,1,4,1
8099,bunts,6,1,6,1,6,1
8100,tanya,4,1,4,1,4,1
8101,cosse,3,1,3,1,3,1
8102,gipon,5,1,4,1,4,1
8103,awane,6,1,5,1,5,1
8104,deair,4,1,4,1,4,1
8105,vucom,4,1,4,1,4,1
8106,chott,3,1,4,1,3,1
8107,crock,4,1,5,1,5,1
8108,leery,4,1,4,1,4,1
8109,sates,11,0,4,1,4,1
8110,ticca,3,1,4,1,4,1
8111,kurmi,6,1,5,1,5,1
8112,raash,3,1,4,1,4,1
8113,pensy,4,1,4,1,4,1
8114,woden,5,1,4,1,4,1
8115,yuman,4,1,4,1,4,1
8116,waken,4,1,4,1,4,1
8117,stire,4,1,3,1,3,1
8118,crunk,3,1,3,1,3,1
8119,wappo,4,1,4,1,5,1
8120,botas,4,1,3,1,3,1
8121,adsum,5,1,4,1,4,1
8122,digue,4,1,4,1,5,1
8123,raver,9,0,7,0,7,0
8124,arabs,6,1,5,1,4,1
8125,argas,5,1,5,1,4,1
8126,berms,4,1,4,1,4,1
8127,diamb,4,1,4,1,4,1
8128,beice,4,1,4,1,4,1
8129,cacei,3,1,3,1,3,1
8130,estoc,4,1,3,1,3,1
8131,lossy,4,1,5,1,3,1
8132,flosh,4,1,5,1,5,1
8133,anabo,4,1,5,1,4,1
8134,vexer,6,1,5,1,6,1
8135,rewed,5,1,4,1,4,1
8136,metro,6,1,5,1,5,1
8137,veiny,7,0,5,1,5,1
8138,toldo,3,1,4,1,4,1
8139,doozy,4,1,4,1,4,1
8140,bawds,5,1,6,1,6,1
8141,chyak,4,1,5,1,4,1
8142,traik,3,1,4,1,4,1
8143,addis,7,0,5,1,5,1
8144,ferth,5,1,4,1,4,1
8145,jorge,4,1,3,1,3,1
8146,prawn,5,1,4,1,4,1
8147,spins,4,1,4,1,4,1
8148,usnea,3,1,3,1,3,1
8149,evans,4,1,4,1,4,1
8150,artha,4,1,4,1,4,1
8151,naval,6,1,4,1,4,1
8152,arced,3,1,4,1,4,1
8153,tendo,4,1,4,1,4,1
8154,swots,4,1,4,1,4,1
8155,cicer,3,1,4,1,4,1
8156,verty,4,1,4,1,4,1
8157,ankus,5,1,4,1,4,1
8158,sided,4,1,5,1,5,1
8159,gerip,6,1,4,1,5,1
8160,capra,3,1,3,1,3,1
8161,jarvy,7,0,6,1,6,1
8162,aesop,4,1,4,1,4,1
8163,desks,4,1,4,1,4,1
8164,hsuan,4,1,4,1,4,1
8165,dawny,5,1,6,1,6,1
8166,enarm,5,1,5,1,5,1
8167,ramta,4,1,4,1,4,1
8168,ewest,5,1,5,1,5,1
8169,ummps,4,1,4,1,4,1
8170,colin,2,1,2,1,2,1
8171,onset,3,1,3,1,3,1
8172,tripe,5,1,4,1,4,1
8173,nudes,4,1,4,1,5,1
8174,stink,4,1,4,1,4,1
8175,spane,4,1,4,1,4,1
8176,rahul,4,1,4,1,4,1
8177,punky,4,1,5,1,5,1
8178,fader,6,1,5,1,5,1
8179,troop,5,1,5,1,5,1
8180,jarde,4,1,5,1,5,1
8181,beaux,4,1,6,1,6,1
8182,bebay,6,1,5,1,5,1
8183,sozly,4,1,3,1,4,1
8184,frier,5,1,5,1,5,1
8185,ouzel,4,1,3,1,3,1
8186,moong,5,1,5,1,4,1
8187,ernes,3,1,4,1,4,1
8188,merge,5,1,5,1,5,1
8189,kotos,5,1,4,1,4,1
8190,tarfa,5,1,3,1,3,1
8191,ismal,4,1,4,1,4,1
8192,aulic,3,1,3,1,3,1
8193,peeoy,4,1,5,1,4,1
8194,abmho,4,1,5,1,5,1
8195,grike,6,1,5,1,5,1
8196,genit,4,1,4,1,4,1
8197,flays,8,0,4,1,4,1
8198,adrad,6,1,5,1,6,1
8199,desex,5,1,4,1,4,1
8200,recta,4,1,3,1,3,1
8201,senti,4,1,4,1,4,1
8202,arefy,4,1,5,1,5,1
8203,grype,6,1,4,1,5,1
8204,derma,4,1,4,1,4,1
8205,skemp,5,1,4,1,4,1
8206,bales,10,0,12,0,12,0
8207,sabra,4,1,5,1,5,1
8208,mafey,7,0,5,1,5,1
8209,pyoid,5,1,3,1,3,1
8210,warts,7,0,3,1,3,1
8211,stylo,4,1,4,1,4,1
8212,upsit,4,1,3,1,3,1
8213,gront,4,1,3,1,3,1
8214,tophe,4,1,4,1,4,1
8215,mende,5,1,5,1,5,1
8216,flesh,4,1,5,1,4,1
8217,sunna,4,1,4,1,4,1
8218,tutus,6,1,4,1,4,1
8219,deino,3,1,4,1,4,1
8220,archy,4,1,4,1,4,1
8221,xurel,6,1,3,1,3,1
8222,shame,6,1,5,1,5,1
8223,steer,4,1,4,1,4,1
8224,bilks,4,1,6,1,6,1
8225,redry,6,1,4,1,6,1
8226,malta,5,1,3,1,3,1
8227,manes,6,1,7,0,7,0
8228,targe,4,1,6,1,6,1
8229,sumac,4,1,4,1,4,1
8230,manly,4,1,4,1,4,1
8231,uncut,3,1,3,1,3,1
8232,kukui,4,1,5,1,5,1
8233,wises,7,0,4,1,4,1
8234,nunki,5,1,5,1,4,1
8235,whaur,4,1,5,1,5,1
8236,arneb,4,1,3,1,3,1
8237,pubic,5,1,4,1,4,1
8238,huave,5,1,4,1,4,1
8239,heigh,5,1,5,1,5,1
8240,snuck,4,1,4,1,4,1
8241,musky,5,1,4,1,5,1
8242,async,3,1,4,1,4,1
8243,gigot,5,1,4,1,4,1
8244,frock,5,1,4,1,4,1
8245,conor,3,1,3,1,3,1
8246,ireos,3,1,3,1,3,1
8247,adzes,5,1,5,1,5,1
8248,didym,4,1,4,1,5,1
8249,colog,5,1,3,1,3,1
8250,peste,4,1,4,1,4,1
8251,cooky,3,1,4,1,4,1
8252,riped,4,1,3,1,3,1
8253,weesh,4,1,4,1,4,1
8254,breth,5,1,4,1,4,1
8255,canst,3,1,3,1,3,1
8256,beent,5,1,3,1,5,1
8257,ovate,4,1,4,1,5,1
8258,inact,3,1,3,1,3,1
8259,cyril,3,1,3,1,3,1
8260,drusy,5,1,4,1,4,1
8261,hills,9,0,12,0,12,0
8262,tulip,3,1,3,1,3,1
8263,sippy,4,1,4,1,4,1
8264,mahwa,7,0,4,1,4,1
8265,toher,5,1,8,0,8,0
8266,spots,6,1,4,1,4,1
8267,fenny,8,0,10,0,10,0
8268,bolls,6,1,7,0,7,0
8269,rejig,5,1,4,1,4,1
8270,ignaw,5,1,5,1,5,1
8271,speel,4,1,3,1,3,1
8272,shood,4,1,5,1,5,1
8273,repew,5,1,5,1,5,1
8274,dahms,6,1,5,1,5,1
8275,sills,4,1,8,0,8,0
8276,dargo,6,1,3,1,4,1
8277,meach,5,1,4,1,4,1
8278,indew,5,1,4,1,4,1
8279,tingi,5,1,4,1,4,1
8280,shier,5,1,5,1,5,1
8281,ayins,4,1,4,1,4,1
8282,pates,6,1,5,1,5,1
8283,pidan,5,1,4,1,4,1
8284,tract,4,1,4,1,4,1
8285,hence,4,1,4,1,4,1
8286,duals,4,1,5,1,5,1
8287,viler,6,1,4,1,4,1
8288,lifen,6,1,7,0,7,0
8289,cruds,3,1,3,1,3,1
8290,embus,5,1,5,1,5,1
8291,marci,5,1,3,1,3,1
8292,nosig,3,1,3,1,3,1
8293,pirot,3,1,3,1,3,1
8294,alant,3,1,4,1,4,1
8295,hicht,4,1,5,1,4,1
8296,mossi,4,1,4,1,3,1
8297,sorva,3,1,3,1,3,1
8298,durst,7,0,6,1,6,1
8299,rinka,3,1,4,1,4,1
8300,tucks,3,1,3,1,3,1
8301,gloms,7,0,6,1,6,1
8302,martu,5,1,5,1,5,1
8303,bange,5,1,4,1,4,1
8304,charm,5,1,5,1,6,1
8305,nanga,5,1,4,1,4,1
8306,monos,5,1,5,1,5,1
8307,otium,5,1,5,1,4,1
8308,flush,4,1,5,1,5,1
8309,readl,4,1,4,1,4,1
8310,finch,6,1,7,0,7,0
8311,pelfs,4,1,5,1,5,1
8312,sirop,3,1,3,1,3,1
8313,sweer,7,0,3,1,3,1
8314,angas,5,1,4,1,4,1
8315,durra,6,1,4,1,4,1
8316,domic,3,1,4,1,4,1
8317,rohun,4,1,4,1,4,1
8318,moost,4,1,4,1,4,1
8319,sylva,4,1,4,1,4,1
8320,ilion,3,1,4,1,3,1
8321,kraal,5,1,4,1,4,1
8322,bourg,6,1,5,1,5,1
8323,carum,5,1,4,1,4,1
8324,trims,5,1,4,1,4,1
8325,dicky,5,1,8,0,8,0
8326,thoro,5,1,4,1,4,1
8327,ablet,4,1,7,0,7,0
8328,parrs,4,1,5,1,5,1
8329,hoody,7,0,4,1,4,1
8330,sneer,3,1,3,1,3,1
8331,cotta,3,1,4,1,4,1
8332,mamba,3,1,4,1,4,1
8333,frizz,5,1,4,1,5,1
8334,cabas,7,0,6,1,6,1
8335,tofus,7,0,3,1,3,1
8336,chopa,7,0,4,1,4,1
8337,lidos,4,1,3,1,3,1
8338,fetes,7,0,5,1,5,1
8339,ovule,5,1,4,1,4,1
8340,kroon,4,1,4,1,4,1
8341,allen,3,1,3,1,3,1
8342,gests,8,0,9,0,10,0
8343,acool,3,1,3,1,3,1
8344,sulka,4,1,4,1,4,1
8345,beeve,4,1,4,1,4,1
8346,adeps,4,1,4,1,4,1
8347,upsup,4,1,5,1,5,1
8348,tiara,4,1,4,1,3,1
8349,yogee,5,1,5,1,5,1
8350,paven,5,1,4,1,4,1
8351,lelia,5,1,3,1,3,1
8352,piler,5,1,5,1,5,1
8353,winch,5,1,3,1,3,1
8354,lupus,5,1,4,1,4,1
8355,rumps,6,1,6,1,6,1
8356,vinos,5,1,5,1,5,1
8357,renal,3,1,3,1,3,1
8358,spary,5,1,4,1,4,1
8359,trabu,4,1,5,1,5,1
8360,divvy,6,1,6,1,6,1
8361,iambe,4,1,4,1,4,1
8362,vulgo,4,1,4,1,4,1
8363,sylid,3,1,3,1,3,1
8364,glump,4,1,5,1,5,1
8365,alosa,3,1,4,1,4,1
8366,trasy,3,1,3,1,3,1
8367,ating,4,1,4,1,4,1
8368,abede,5,1,5,1,5,1
8369,smyth,5,1,4,1,4,1
8370,purls,4,1,3,1,3,1
8371,kudzu,5,1,4,1,4,1
8372,smoke,4,1,4,1,4,1
8373,hoick,5,1,4,1,4,1
8374,laeti,3,1,3,1,3,1
8375,skirt,5,1,5,1,5,1
8376,prods,5,1,9,0,9,0
8377,bunks,5,1,4,1,4,1
8378,recce,4,1,4,1,3,1
8379,pilmy,6,1,4,1,4,1
8380,woads,4,1,4,1,4,1
8381,chowk,4,1,4,1,4,1
8382,surgy,5,1,4,1,4,1
8383,skell,5,1,4,1,7,0
8384,myope,4,1,4,1,4,1
8385,unify,5,1,4,1,4,1
8386,wiper,7,0,4,1,4,1
8387,women,6,1,5,1,5,1
8388,munic,4,1,4,1,4,1
8389,avast,5,1,4,1,4,1
8390,donal,6,1,6,1,6,1
8391,dunst,4,1,4,1,4,1
8392,hafis,7,0,6,1,6,1
8393,thorn,3,1,3,1,3,1
8394,twilt,4,1,4,1,4,1
8395,distr,4,1,4,1,4,1
8396,decks,5,1,5,1,5,1
8397,enode,5,1,4,1,4,1
8398,dwyka,5,1,4,1,5,1
8399,setup,5,1,4,1,4,1
8400,panto,4,1,3,1,3,1
8401,aback,5,1,4,1,4,1
8402,areal,6,1,4,1,4,1
8403,inner,4,1,4,1,4,1
8404,foyer,7,0,5,1,5,1
8405,hoard,6,1,4,1,4,1
8406,monte,3,1,3,1,3,1
8407,bitis,3,1,6,1,6,1
8408,zigan,5,1,4,1,4,1
8409,toros,3,1,5,1,5,1
8410,lilly,3,1,5,1,5,1
8411,otter,4,1,5,1,3,1
8412,blurs,3,1,4,1,4,1
8413,larch,3,1,3,1,3,1
8414,melba,4,1,4,1,4,1
8415,brian,3,1,5,1,6,1
8416,texas,5,1,4,1,4,1
8417,chizz,3,1,6,1,6,1
8418,pinal,5,1,5,1,6,1
8419,kiang,5,1,4,1,4,1
8420,recon,3,1,3,1,3,1
8421,hoked,6,1,7,0,7,0
8422,amiga,5,1,4,1,4,1
8423,baloo,5,1,4,1,3,1
8424,gated,8,0,7,0,7,0
8425,gulph,4,1,3,1,3,1
8426,spain,3,1,4,1,4,1
8427,tanti,3,1,3,1,3,1
8428,swarm,4,1,4,1,4,1
8429,stech,4,1,3,1,3,1
8430,dasht,5,1,4,1,4,1
8431,lasso,3,1,4,1,3,1
8432,tawse,4,1,3,1,4,1
8433,ganja,6,1,6,1,6,1
8434,lycea,4,1,3,1,4,1
8435,mungy,4,1,5,1,5,1
8436,adman,5,1,6,1,6,1
8437,aging,6,1,7,0,7,0
8438,dowse,4,1,5,1,5,1
8439,neeps,4,1,5,1,4,1
8440,heron,3,1,4,1,4,1
8441,spait,3,1,4,1,4,1
8442,mumms,5,1,5,1,5,1
8443,vacoa,4,1,4,1,4,1
8444,pinic,7,0,3,1,3,1
8445,kebby,5,1,5,1,5,1
8446,banus,6,1,5,1,6,1
8447,unrow,3,1,3,1,3,1
8448,dwelt,5,1,5,1,5,1
8449,chiro,3,1,4,1,4,1
8450,snips,6,1,5,1,5,1
8451,mongo,5,1,4,1,6,1
8452,hoyle,4,1,5,1,5,1
8453,enemy,5,1,4,1,4,1
8454,gunny,6,1,4,1,3,1
8455,mobed,6,1,7,0,7,0
8456,torve,4,1,3,1,3,1
8457,enzym,5,1,5,1,5,1
8458,egged,4,1,5,1,5,1
8459,blanc,4,1,4,1,4,1
8460,grond,5,1,3,1,3,1
8461,cored,4,1,6,1,6,1
8462,honky,5,1,5,1,5,1
8463,capsa,5,1,4,1,4,1
8464,inrun,3,1,3,1,3,1
8465,susan,6,1,5,1,4,1
8466,fuder,4,1,4,1,4,1
8467,borak,4,1,4,1,4,1
8468,slask,5,1,4,1,4,1
8469,loves,3,1,5,1,5,1
8470,bisti,5,1,5,1,5,1
8471,rhoeo,4,1,4,1,4,1
8472,sumpt,4,1,4,1,4,1
8473,bocks,6,1,10,0,10,0
8474,banal,6,1,5,1,5,1
8475,teats,4,1,3,1,3,1
8476,pored,4,1,4,1,4,1
8477,jorum,5,1,5,1,5,1
8478,bevue,4,1,4,1,5,1
8479,think,4,1,4,1,4,1
8480,nabak,4,1,5,1,5,1
8481,enrol,4,1,4,1,4,1
8482,flawn,4,1,4,1,4,1
8483,locos,4,1,4,1,4,1
8484,smell,6,1,5,1,6,1
8485,sissy,5,1,4,1,4,1
8486,zohak,5,1,5,1,5,1
8487,teaks,4,1,5,1,5,1
8488,makah,5,1,4,1,4,1
8489,askoi,4,1,4,1,4,1
8490,batch,6,1,9,0,9,0
8491,basts,7,0,9,0,9,0
8492,lyase,5,1,4,1,5,1
8493,fuzed,5,1,6,1,6,1
8494,yerba,4,1,6,1,6,1
8495,disna,4,1,4,1,4,1
8496,mesic,4,1,4,1,4,1
8497,jeans,6,1,7,0,7,0
8498,aider,6,1,6,1,6,1
8499,liege,4,1,6,1,6,1
8500,bindi,4,1,5,1,5,1
8501,garth,4,1,4,1,4,1
8502,guige,6,1,4,1,4,1
8503,faits,6,1,5,1,5,1
8504,wauns,4,1,5,1,5,1
8505,bragi,4,1,5,1,5,1
8506,dwell,5,1,5,1,4,1
8507,exude,5,1,4,1,5,1
8508,fconv,5,1,5,1,5,1
8509,tarde,3,1,7,0,7,0
8510,sulks,5,1,5,1,5,1
8511,yodle,4,1,5,1,5,1
8512,ditto,4,1,4,1,4,1
8513,space,4,1,3,1,4,1
8514,rucks,3,1,3,1,3,1
8515,addle,6,1,6,1,6,1
8516,waive,5,1,4,1,4,1
8517,kylin,4,1,4,1,4,1
